"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
0,0,59.915,16.74,134.62
77.981,1,59.475,16.685,134.67
90.219,2,59.7,16.675,134.65
95.357,3,59.887,16.655,134.64
71.277,4,59.206,16.563,134.7
75.809,5,59.403,16.555,134.69
78.585,6,59.604,16.544,134.68
90.543,7,59.877,16.584,134.65
81.441,8,59.803,16.499,134.67
92.199,9,59.991,16.508,134.65
64.938,10,59.15,16.43,134.71
72.371,11,59.342,16.42,134.7
62.327,12,59.531,16.414,134.7
58.585,13,59.716,16.397,134.68
90.407,14,59.99,16.423,134.65
81.077,15,59.916,16.34,134.67
0,16,60.103,16.337,134.65
58.567,17,59.099,16.303,134.72
63.214,18,59.292,16.283,134.71
60.414,19,59.484,16.277,134.71
60.759,20,59.661,16.272,134.69
83.309,21,59.82,16.267,134.68
100.98,22,60.091,16.248,134.65
100.97,23,59.988,16.182,134.67
88.174,24,60.189,16.146,134.65
59.824,25,59.034,16.201,134.72
65.461,26,59.236,16.144,134.72
72.012,27,59.45,16.143,134.71
72.78,28,59.651,16.132,134.7
87.803,29,59.821,16.144,134.68
94.603,30,59.984,16.057,134.67
101.13,31,60.142,16.061,134.65
72.082,32,58.849,16.058,134.72
71.686,33,59.009,15.962,134.72
70.306,34,59.051,16.07,134.72
74.209,35,59.214,16.001,134.72
76.462,36,59.319,16.012,134.71
76.62,37,59.444,16.011,134.71
76.703,38,59.634,16,134.7
89.153,39,59.857,15.987,134.68
71.331,40,59.168,15.892,134.71
97.797,41,60.062,16.601,134.62
108.46,42,60.176,16.433,134.63
0,43,60.281,16.241,134.63
0,44,60.476,16.181,134.6
70.265,45,60.364,16.021,134.62
0,46,60.605,16.009,134.59
100.63,47,60.137,15.935,134.65
84.466,48,60.356,15.832,134.62
85.971,49,60.561,15.857,134.59
93.944,50,60.778,15.844,134.56
61.86,51,58.745,15.842,134.7
64.92,52,58.805,15.916,134.71
72.461,53,58.912,15.942,134.71
86.787,54,59.375,15.886,134.71
98.271,55,59.576,15.873,134.7
95.332,56,59.778,15.859,134.68
98.59,57,59.984,15.838,134.66
103.08,58,60.176,15.792,134.64
102.45,59,60.289,15.657,134.62
97.417,60,60.423,15.686,134.61
92.892,61,60.561,15.697,134.59
94.153,62,60.754,15.692,134.56
92.767,63,60.981,15.678,134.52
65.687,64,58.872,15.776,134.7
68.779,65,59.001,15.833,134.7
79.755,66,59.154,15.759,134.7
103.96,67,59.325,15.762,134.7
104.96,68,59.515,15.75,134.69
104.46,69,59.71,15.732,134.68
104.47,70,59.903,15.71,134.66
104.35,71,60.088,15.686,134.64
51.327,72,58.709,15.762,134.69
101.22,73,60.497,15.551,134.59
98.16,74,60.702,15.539,134.56
94.124,75,60.91,15.533,134.53
89.871,76,61.125,15.52,134.49
85.873,77,61.321,15.479,134.45
71.576,78,58.839,15.662,134.68
90.03,79,59.027,15.676,134.69
86.937,80,59.264,15.641,134.68
93.833,81,59.153,15.595,134.68
108.93,82,59.456,15.628,134.68
108.39,83,59.645,15.61,134.67
106.75,84,59.839,15.583,134.65
104.86,85,60.025,15.553,134.63
103.38,86,60.18,15.552,134.62
100.53,87,60.465,15.427,134.58
102.05,88,60.323,15.496,134.6
98.896,89,60.481,15.313,134.56
98.066,90,60.64,15.388,134.55
90.003,91,60.843,15.385,134.52
83.008,92,61.058,15.378,134.49
82.148,93,61.269,15.364,134.45
81.875,94,61.461,15.364,134.42
100.78,95,59.251,15.515,134.66
109.64,96,59.407,15.508,134.66
108.31,97,59.584,15.49,134.65
106.14,98,59.77,15.47,134.64
104.17,99,59.975,15.425,134.62
102.81,100,60.18,15.384,134.6
97.718,101,60.583,15.233,134.53
89.456,102,60.771,15.232,134.51
82.069,103,60.983,15.238,134.48
81.87,104,61.133,15.163,134.45
81.87,105,61.236,15.233,134.44
81.87,106,61.472,15.236,134.4
81.87,107,61.679,15.099,134.34
81.87,108,61.841,15.14,134.31
81.87,109,61.247,15.075,134.42
81.87,110,61.433,15.11,134.39
52.309,111,58.515,15.64,134.65
77.194,112,58.669,15.65,134.66
84.049,113,58.778,15.556,134.65
123.68,114,58.93,15.546,134.66
124.37,115,59.08,15.532,134.66
98.354,116,60.348,15.356,134.58
122.02,117,59.179,15.437,134.65
112.97,118,59.342,15.395,134.64
107.29,119,59.517,15.368,134.63
101.07,120,59.699,15.353,134.62
99.645,121,59.882,15.34,134.61
96.225,122,60.087,15.247,134.58
94.803,123,60.365,15.193,134.54
91.634,124,60.638,15.091,134.5
85.935,125,60.899,15.085,134.47
87.517,126,60.804,14.988,134.46
81.978,127,61.07,15.089,134.45
81.87,128,61.936,14.998,134.27
81.79,129,62.15,14.955,134.22
85.606,130,60.978,14.93,134.43
82.041,131,61.142,14.939,134.41
81.87,132,61.293,14.884,134.38
81.87,133,61.38,14.975,134.38
80.96,134,61.58,14.996,134.35
81.87,135,61.974,14.865,134.24
81.341,136,61.793,14.899,134.29
81.794,137,62.136,14.834,134.2
0,138,62.348,14.811,134.14
81.87,139,61.412,14.851,134.35
80.586,140,61.568,14.885,134.33
90.418,141,58.035,15.512,134.55
88.019,142,58.2,15.513,134.58
94.911,143,58.34,15.452,134.59
67.53,144,58.426,15.529,134.61
96.067,145,58.455,15.403,134.59
84.715,146,58.632,15.522,134.63
99.388,147,58.625,15.39,134.6
117.8,148,58.777,15.308,134.59
119.74,149,58.828,15.427,134.63
118.99,150,58.889,15.311,134.6
121.71,151,59.026,15.423,134.64
117.12,152,59.021,15.3,134.61
108.76,153,59.15,15.248,134.6
110.52,154,59.206,15.332,134.62
108.45,155,59.264,15.225,134.6
103.53,156,60.01,14.995,134.53
99.447,157,60.074,15.114,134.55
104.52,158,59.941,15.134,134.56
101.87,159,60.2,14.942,134.5
98.396,160,60.232,15.082,134.53
98.726,161,60.326,14.968,134.5
108.41,162,59.423,15.26,134.61
106.94,163,59.632,15.228,134.6
105.25,164,59.834,15.228,134.59
97.057,165,60.478,14.994,134.49
85.877,166,60.886,14.877,134.43
86.463,167,60.695,14.9,134.45
85.511,168,60.869,14.802,134.41
0,169,62.61,14.751,134.06
81.989,170,61.07,14.763,134.37
81.87,171,61.28,14.763,134.35
81.87,172,62.051,14.726,134.2
81.87,173,62.271,14.68,134.14
81.87,174,62.478,14.651,134.08
0,175,62.662,14.605,134.02
0,176,62.828,14.612,133.97
81.87,177,61.5,14.76,134.32
81.87,178,61.694,14.799,134.29
81.87,179,61.634,14.728,134.29
81.87,180,62.046,14.583,134.17
81.87,181,61.875,14.725,134.24
81.87,182,62.215,14.543,134.12
81.87,183,62.415,14.523,134.07
0,184,62.621,14.493,134.01
0,185,62.798,14.49,133.96
0,186,62.999,14.449,133.89
81.87,187,61.742,14.696,134.26
110.69,188,57.06,15.676,134.37
109.79,189,57.236,15.557,134.39
114.24,190,57.402,15.433,134.4
112.74,191,57.585,15.311,134.4
111.41,192,57.563,15.448,134.44
109.63,193,57.763,15.231,134.42
109.09,194,57.746,15.371,134.46
107.17,195,57.892,15.184,134.43
106.75,196,57.946,15.281,134.47
105.98,197,58.001,15.134,134.44
110.1,198,57.885,15.451,134.51
109.1,199,58.036,15.346,134.51
106.12,200,58.104,15.165,134.47
108.29,201,58.204,15.253,134.51
108.36,202,58.24,15.102,134.47
91.786,203,58.122,15.403,134.54
103.07,204,58.313,15.351,134.55
109,205,58.354,15.134,134.49
109.8,206,58.451,15.215,134.53
109.04,207,58.496,15.078,134.5
100.61,208,58.521,15.304,134.57
108.53,209,58.614,15.114,134.52
109.27,210,58.708,15.208,134.56
108.51,211,58.768,15.068,134.52
115.15,212,58.925,15.204,134.58
109.16,213,58.957,15.074,134.54
108.5,214,59.176,15.002,134.53
108.8,215,59.14,15.139,134.57
108.47,216,59.317,14.951,134.52
108.43,217,59.373,15.043,134.55
108.44,218,59.444,14.924,134.51
108.63,219,59.961,14.73,134.45
107.79,220,59.976,14.868,134.49
108.33,221,59.868,14.832,134.48
110.72,222,60.102,14.701,134.44
107.5,223,60.147,14.824,134.47
108.9,224,60.221,14.674,134.42
108.45,225,59.353,15.15,134.58
108.42,226,59.612,14.967,134.53
107.56,227,59.541,15.116,134.57
108.31,228,59.813,14.941,134.52
105.71,229,59.764,15.083,134.56
98.045,230,60.377,14.85,134.46
107.28,231,60.321,14.734,134.44
91.874,232,60.479,14.71,134.42
89.693,233,60.594,14.797,134.43
82.638,234,60.829,14.703,134.38
82.184,235,61.06,14.611,134.33
81.915,236,61.444,14.647,134.3
82.395,237,61.272,14.597,134.3
81.94,238,61.478,14.525,134.26
81.87,239,61.622,14.647,134.27
81.921,240,61.623,14.544,134.24
81.87,241,61.922,14.611,134.2
81.87,242,61.732,14.561,134.23
81.87,243,61.96,14.515,134.17
81.87,244,62.113,14.403,134.1
81.87,245,62.363,14.383,134.04
81.87,246,62.57,14.383,133.99
80.357,247,62.82,14.342,133.91
73.644,248,63.123,14.277,133.81
81.042,249,62.991,14.204,133.83
75.812,250,63.332,14.27,133.74
81.066,251,63.474,14.2,133.68
75.569,252,63.583,14.21,133.64
81.87,253,61.815,14.601,134.22
80.37,254,63.174,14.105,133.75
80.535,255,63.374,14.116,133.69
116.82,256,57.659,14.904,134.28
