"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
140.33,854,51.803,11.18,131.81
136.8,855,51.914,11.003,131.82
146.32,856,51.733,10.987,131.8
136.44,857,51.999,10.828,131.82
143.44,858,51.788,10.826,131.8
138.19,859,52.105,10.67,131.81
144.09,860,51.888,10.643,131.8
142.99,861,52.229,10.539,131.81
146.41,862,52.035,10.489,131.79
139.26,863,52.168,10.434,131.79
140.53,950,52.096,11.738,131.87
142.39,951,51.904,11.656,131.83
139.99,952,51.927,11.81,131.84
137.16,953,52.212,11.55,131.88
138.66,954,52.026,11.526,131.85
133.14,955,52.311,11.377,131.88
134.7,956,52.116,11.357,131.86
132.44,957,52.412,11.243,131.88
133.03,958,52.223,11.182,131.86
132.45,959,52.397,11.127,131.87
142.66,964,51.739,11.767,131.8
140.33,965,51.757,11.949,131.8
153.93,966,51.742,11.583,131.8
147.26,967,51.85,11.491,131.82
136,968,51.909,11.345,131.83
135.07,969,52.014,11.178,131.84
132.46,970,52.319,10.988,131.86
135.41,971,52.115,11.004,131.84
135.64,972,52.417,10.831,131.85
136.44,973,52.21,10.832,131.83
140.59,974,52.5,10.71,131.84
139.32,975,52.32,10.671,131.83
136.63,976,52.482,10.601,131.83
113.86,979,52.423,10.473,131.81
117.55,980,52.283,10.387,131.79
114.91,981,52.389,10.345,131.79
122.58,984,52.339,10.225,131.77
128.91,1059,52.309,11.725,131.9
121.32,1060,52.602,11.588,131.93
122.5,1061,52.416,11.544,131.91
121.67,1062,52.582,11.475,131.92
123.09,1070,52.521,11.344,131.9
131.61,1071,52.475,11.051,131.87
125.71,1072,52.607,11.152,131.89
131.01,1073,52.726,11.013,131.89
133.48,1074,52.553,10.95,131.87
135.19,1075,52.726,10.895,131.87
138.27,1079,52.639,10.779,131.85
131.53,1080,52.563,10.512,131.82
134.91,1081,52.651,10.628,131.83
132.07,1082,52.66,10.505,131.82
129.05,1085,52.647,10.378,131.8
127.91,1086,52.502,10.294,131.78
129.6,1087,52.64,10.244,131.77
129.11,1091,52.536,10.119,131.75
124.37,1092,52.378,10.073,131.75
131.59,1093,52.636,9.9717,131.72
126.36,1094,52.447,9.9569,131.73
134.25,1095,52.565,9.8863,131.71
130.04,1098,52.531,9.7734,131.69
88.497,1099,52.4,9.7255,131.68
127.94,1100,52.628,9.6298,131.65
126.63,1101,52.472,9.6221,131.66
122.93,1178,52.66,11.39,131.92
125.13,1179,52.767,11.48,131.94
127.99,1180,52.924,11.365,131.95
126.84,1181,52.746,11.28,131.92
127.45,1182,52.92,11.23,131.93
126.56,1189,52.846,11.1,131.91
142.74,1190,52.811,10.797,131.86
144.09,1191,52.913,10.922,131.89
145.3,1192,52.947,10.776,131.87
143.55,1197,52.845,10.644,131.84
133,1198,52.766,10.508,131.82
129.53,1202,52.823,10.379,131.8
117.65,1203,52.693,10.157,131.76
111.09,1204,52.827,10.231,131.77
118.26,1205,52.917,10.086,131.74
118.98,1206,52.756,10.053,131.74
117.73,1207,52.895,9.9796,131.72
117.93,1211,52.811,9.8651,131.69
132.82,1212,52.667,9.8378,131.69
113.93,1213,52.909,9.7013,131.65
120.47,1214,52.729,9.7216,131.66
110.1,1215,52.83,9.6309,131.64
101.39,1218,52.765,9.5521,131.62
127.63,1224,62.546,7.1339,129.28
127.45,1225,62.617,6.9937,129.15
126.99,1226,62.465,6.9943,129.18
129.26,1227,62.676,7.1099,129.24
127.55,1228,62.627,6.874,129.04
130.6,1229,62.824,7.1217,129.22
130.23,1230,62.788,6.9718,129.1
131.64,1231,63,7.221,129.27
131.06,1232,62.971,7.0614,129.14
132.15,1233,63.148,7.3098,129.32
132.06,1234,63.147,7.1533,129.18
132.37,1235,63.256,7.306,129.29
131.19,1236,62.916,6.9197,129.03
132.9,1237,63.09,6.9528,129.02
133.78,1238,63.36,7.251,129.22
133.9,1239,63.256,7.0838,129.1
134.77,1240,63.393,7.1671,129.14
135.87,1241,63.283,6.9587,128.98
137.3,1242,63.468,7.1609,129.12
137.95,1243,63.398,7.0664,129.05
137.54,1244,63.533,7.1439,129.09
0,1245,61.335,5.9832,128.44
130.2,1326,52.949,11.534,131.97
122.6,1327,53.099,11.381,131.97
137.82,1328,53.006,11.13,131.92
137.48,1329,53.109,11.238,131.95
138.99,1330,53.124,11.11,131.93
138.08,1333,53.079,10.989,131.9
152.12,1334,53.012,10.675,131.85
149.48,1335,53.123,10.807,131.88
148.31,1336,53.124,10.656,131.85
134.75,1340,53.068,10.523,131.82
134.13,1341,52.91,10.485,131.82
138.69,1342,53.156,10.371,131.79
136.94,1343,52.985,10.341,131.79
137.51,1344,53.119,10.261,131.77
132.2,1348,53.025,10.158,131.75
117.26,1349,52.951,9.8974,131.69
120.67,1350,53.074,9.969,131.7
106.17,1351,53.143,9.8274,131.67
107.2,1352,53.004,9.7921,131.66
104.35,1353,53.114,9.7253,131.64
99.762,1355,53.085,9.5986,131.61
101.85,1356,52.92,9.5412,131.6
130.31,1364,62.294,7.2643,129.43
129.99,1365,62.252,7.1416,129.34
129.67,1366,62.117,7.1976,129.4
130.52,1367,62.407,7.3081,129.45
129.41,1368,62.442,7.2076,129.36
130.17,1369,62.511,7.3386,129.46
126.83,1370,62.324,7.0478,129.25
130.41,1371,62.667,7.3231,129.42
130.67,1372,62.721,7.2094,129.32
131.67,1373,62.851,7.4492,129.49
