"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
65.888,0,88.465,16.175,121
66.252,1,88.312,16.098,120.98
65.207,2,88.537,16.279,120.99
62.205,3,88.605,16.407,120.98
59.348,4,88.654,16.537,120.97
60.723,5,88.837,16.585,120.98
65.529,6,88.506,16.062,121.02
64.425,7,88.62,15.994,121.04
63.516,8,88.694,16.115,121.04
61.279,9,88.765,16.267,121.03
59,10,88.848,16.411,121.02
60.204,11,88.956,16.511,121.01
62.33,12,88.871,16.015,121.08
63.088,13,88.757,15.895,121.07
59.831,14,88.928,16.135,121.07
57.146,15,88.997,16.257,121.06
59.079,16,89.071,16.457,121.03
57.493,17,89.088,16.358,121.05
57.588,18,89.29,16.43,121.06
61.921,19,88.957,15.905,121.1
59.365,20,89.118,15.856,121.12
58.647,21,89.082,16.003,121.1
55.854,22,89.175,16.122,121.1
54.727,23,89.231,16.255,121.08
54.437,24,89.39,16.281,121.1
58.728,25,89.221,15.899,121.13
56.507,26,89.32,15.974,121.13
54.941,27,89.434,16.118,121.12
41.76,28,90.473,15.779,121.27
40.41,29,90.705,15.688,121.3
41.403,30,90.538,15.654,121.29
36.089,31,90.575,15.85,121.27
41.917,32,90.506,15.554,121.29
41.402,33,90.723,15.543,121.31
41.926,34,90.62,15.453,121.31
38.394,35,90.892,15.559,121.33
31.711,36,90.752,15.794,121.29
31.88,37,90.951,15.658,121.32
27.571,38,90.869,15.822,121.29
40.859,39,90.778,15.43,121.33
38.815,40,90.862,15.36,121.34
35.595,41,90.978,15.414,121.34
31.808,42,91.108,15.494,121.35
26.131,43,91.037,15.739,121.32
27.502,44,91.219,15.588,121.34
24.149,45,91.17,15.745,121.32
35.558,46,91.118,15.266,121.36
36.349,47,90.953,15.274,121.35
31.737,48,91.223,15.335,121.36
27.844,49,91.344,15.41,121.36
21.012,50,91.375,15.666,121.34
21.33,51,91.469,15.485,121.36
15.026,52,91.615,15.538,121.36
35.45,53,91.099,15.141,121.36
32.783,54,91.261,15.083,121.38
31.444,55,91.318,15.169,121.38
27.574,56,91.456,15.239,121.38
21.366,57,91.586,15.309,121.38
15.073,58,91.72,15.371,121.38
29.732,59,91.402,15.006,121.38
23.182,60,91.551,14.972,121.39
21.604,61,91.56,15.075,121.39
20.719,62,91.7,15.141,121.39
19.717,63,91.838,15.203,121.39
26.528,64,91.971,15.264,121.39
32.865,65,92.061,15.329,121.38
19.739,66,91.7,14.908,121.4
20.294,67,91.811,14.98,121.4
21.965,68,91.953,15.041,121.4
27.313,69,92.102,15.105,121.4
32.009,70,92.25,15.193,121.39
69.929,71,88.117,15.911,120.96
67.124,72,88.206,15.996,120.97
62.645,73,88.855,16.728,120.95
70.4,74,88.14,15.768,120.97
70.712,75,88.321,15.717,121.01
69.622,76,88.377,15.816,121.01
65.307,77,88.491,15.919,121.02
