"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
66.787,31,87.874,16.446,120.85
66.779,32,88.071,16.356,120.9
66.269,33,87.945,16.3,120.89
63.899,34,87.965,16.571,120.84
64.86,35,88.133,16.445,120.9
61.544,36,88.034,16.645,120.84
62.886,37,88.211,16.563,120.89
60.26,38,88.108,16.695,120.85
60.017,43,88.29,16.703,120.88
58.143,45,88.438,16.788,120.88
11.26,73,94.032,16.496,121.04
10.761,74,93.969,16.357,121.1
11.048,75,93.867,16.477,121.07
358.4,76,94.167,16.425,121.05
357.78,77,94.14,16.321,121.09
355.07,78,94.269,16.355,121.06
5.1027,82,93.732,16.561,121.06
2.6195,83,93.746,16.379,121.11
2.8061,84,93.604,16.554,121.07
356.85,85,93.938,16.248,121.13
343.26,86,94.11,16.199,121.13
333.67,87,94.31,16.241,121.09
329.89,88,94.256,16.169,121.12
66.042,222,87.155,16.564,120.66
65.749,223,87.342,16.417,120.73
64.721,224,87.187,16.413,120.69
63.329,225,87.28,16.697,120.66
63.143,226,87.407,16.545,120.72
60.106,227,87.409,16.821,120.67
61.485,228,87.522,16.659,120.73
59.413,229,87.501,16.952,120.66
59.594,230,87.634,16.785,120.73
58.505,231,87.579,17.08,120.64
58.205,232,87.73,16.908,120.72
55.202,233,87.715,17.032,120.69
64.095,234,87.494,16.279,120.79
62.534,235,87.255,16.279,120.73
64.39,236,87.542,16.4,120.78
66.592,237,87.652,16.49,120.79
62.782,238,87.753,16.621,120.79
59.034,239,87.878,16.756,120.79
52.313,240,87.829,17.003,120.72
52.285,241,87.977,16.914,120.77
47.555,242,87.926,17.063,120.72
67.273,243,87.648,16.16,120.84
67.36,244,87.41,16.152,120.78
65.595,245,87.761,16.282,120.85
57.358,246,88.091,16.797,120.82
47.572,247,88.1,17.058,120.75
52.78,248,88.226,16.88,120.82
54.786,249,88.263,16.988,120.8
70.518,250,87.618,16.026,120.84
71.036,251,87.797,15.966,120.89
67.646,252,87.892,16.068,120.9
59.84,254,88.447,16.944,120.84
11.356,275,93.937,16.859,120.92
11.418,276,93.835,16.752,120.98
11.358,277,93.734,16.879,120.94
11.336,278,94.168,16.714,120.95
11.489,279,94.027,16.656,120.99
357.07,280,94.369,16.595,120.96
358.43,281,94.249,16.508,121.01
345.21,282,94.509,16.513,120.97
344.64,283,94.486,16.396,121.01
340.49,284,94.626,16.425,120.98
10.639,292,93.852,16.621,121.02
10.654,293,93.627,16.744,121
344.71,294,94.428,16.279,121.06
0.39208,309,93.446,16.653,121.05
53.105,521,86.829,17.125,120.43
53.971,522,87.065,16.983,120.54
54.295,523,86.893,16.955,120.5
51.753,524,87.005,17.12,120.49
59.452,525,86.577,16.477,120.51
60.597,526,86.787,16.363,120.59
61.015,527,86.615,16.345,120.54
55.943,528,86.701,16.629,120.52
62.099,529,86.807,16.491,120.57
57.502,530,86.791,16.764,120.52
65.527,531,86.934,16.599,120.59
55.84,532,86.845,16.864,120.51
62.784,533,87.035,16.769,120.58
59.47,534,87.207,16.852,120.61
50.684,535,87.162,17.157,120.52
58.664,536,87.285,16.99,120.59
52.81,537,87.245,17.306,120.49
57.111,538,87.383,17.133,120.58
53.183,539,87.394,17.271,120.54
61.409,540,86.915,16.234,120.64
61.731,541,86.7,16.234,120.58
61.789,542,87.021,16.38,120.65
52.461,543,87.552,17.259,120.58
52.778,544,87.746,17.136,120.66
51.418,545,87.671,17.345,120.58
51.403,546,87.743,17.239,120.63
51.652,547,87.822,17.301,120.63
62.467,548,86.847,16.087,120.63
63.654,549,87.062,15.965,120.7
62.052,550,87.135,16.135,120.71
47.2,551,87.944,17.189,120.68
52.701,552,87.95,17.325,120.64
67.549,553,87.381,16.028,120.78
68.029,554,87.283,15.916,120.77
53.936,555,88.141,17.251,120.7
56.846,556,88.276,17.089,120.77
59.544,557,88.301,17.183,120.74
69.832,558,87.527,15.898,120.83
71.254,559,87.662,15.74,120.87
71.455,560,87.745,15.861,120.88
68.537,561,88.446,17.111,120.79
70.144,563,88.61,17.178,120.79
15.103,564,94.17,17.327,120.7
18.112,565,94.061,17.22,120.76
17.807,566,94.009,17.35,120.72
1.1049,567,94.359,17.218,120.72
6.8359,568,94.232,17.132,120.77
353.34,569,94.474,17.138,120.73
356.62,570,94.407,17.024,120.79
347.48,571,94.562,17.065,120.75
70.423,573,87.84,15.715,120.91
14.526,576,93.922,17.18,120.8
14.537,577,93.877,17.329,120.74
8.3661,578,94.094,17.059,120.83
0.79313,579,94.286,16.942,120.84
341.47,580,94.564,16.946,120.8
347.83,581,94.5,16.818,120.86
339.51,582,94.663,16.845,120.82
12.855,587,93.715,17.252,120.8
11.306,588,93.725,17.048,120.88
11.243,589,93.91,17.044,120.86
10.802,590,94.12,16.893,120.89
356.54,591,94.34,16.762,120.9
338.84,592,94.73,16.69,120.87
346.96,593,94.571,16.616,120.92
11.292,603,93.568,16.967,120.93
11.302,611,93.399,17.008,120.93
10.909,612,93.414,16.852,120.99
11.146,613,93.264,16.996,120.95
0.89988,624,93.313,16.776,121.03
45.809,897,86.19,16.909,120.3
45.944,898,86.376,16.76,120.39
45.525,899,86.222,16.727,120.35
45.614,900,86.285,17.083,120.28
45.652,901,86.428,16.932,120.37
45.429,902,86.389,17.237,120.27
45.517,903,86.487,17.086,120.35
45.214,904,86.479,17.354,120.26
45.557,905,86.629,17.204,120.35
43.789,906,86.621,17.381,120.3
58.287,907,86.093,16.51,120.35
59.832,908,86.246,16.373,120.42
64.89,909,86.101,16.348,120.37
47.054,910,86.167,16.625,120.35
54.567,911,86.344,16.533,120.42
54.185,912,86.51,16.637,120.46
55.73,913,86.582,16.796,120.45
54.513,914,86.669,16.977,120.43
42.064,915,86.81,17.356,120.36
49.013,916,86.963,17.235,120.44
43.139,917,86.924,17.482,120.35
45.149,918,87.056,17.348,120.43
44.077,919,87.054,17.483,120.38
64.36,920,86.432,16.3,120.48
65.948,921,86.178,16.173,120.42
47.004,922,87.204,17.502,120.41
51.626,923,87.395,17.397,120.5
47.933,924,87.378,17.531,120.44
64.515,925,86.601,16.134,120.56
64.691,926,86.415,16.11,120.5
48.741,927,87.572,17.476,120.51
52.078,928,87.765,17.416,120.57
64.901,929,86.609,15.962,120.57
66.584,930,86.821,15.826,120.64
64.849,931,86.85,15.948,120.65
52.911,932,87.893,17.448,120.59
53.024,933,88.049,17.401,120.63
53.747,934,87.968,17.534,120.56
341.07,935,94.41,17.706,120.49
342.13,936,94.299,17.56,120.58
347.64,937,94.205,17.715,120.52
327.91,938,94.632,17.594,120.5
328.95,939,94.512,17.459,120.58
323.76,940,94.664,17.446,120.56
70.796,941,86.992,15.85,120.69
71.464,942,87.182,15.766,120.74
56.945,943,88.2,17.461,120.63
58.3,944,88.35,17.272,120.72
57.972,945,88.433,17.353,120.7
4.664,946,94.044,17.798,120.5
7.67,947,94.062,17.628,120.58
9.1519,948,93.94,17.765,120.54
0.3275,949,94.16,17.477,120.64
349.98,950,94.363,17.375,120.65
321.14,951,94.749,17.289,120.62
339.8,952,94.585,17.226,120.68
308.42,954,94.825,17.081,120.69
71.411,956,87.483,15.781,120.82
71.45,957,87.373,15.733,120.8
62.842,958,88.619,17.337,120.74
14.76,959,93.931,17.5,120.66
12.279,960,93.838,17.698,120.58
337.97,961,94.717,16.992,120.75
71.316,965,87.587,15.606,120.85
69.421,966,87.813,15.593,120.9
13.091,970,93.731,17.434,120.72
12.311,971,93.69,17.598,120.65
11.771,980,93.504,17.471,120.73
11.395,981,93.335,17.346,120.8
11.332,982,93.526,17.216,120.83
11.3,991,93.453,17.098,120.89
11.596,992,93.303,17.171,120.88
11.653,1010,93.116,17.096,120.93
52.436,1398,85.633,16.879,120.11
53.347,1399,85.807,16.716,120.21
54.753,1400,85.654,16.706,120.16
49.123,1401,85.75,17.032,120.11
49.531,1402,85.836,16.869,120.19
46.295,1403,85.87,17.157,120.12
47.092,1404,85.969,16.967,120.21
47.062,1405,85.974,17.28,120.12
47.9,1406,86.082,17.105,120.21
47.671,1407,86.049,17.366,120.12
48.047,1408,86.19,17.262,120.2
48.625,1409,86.127,17.432,120.12
61.872,1410,85.495,16.516,120.13
66.203,1411,85.673,16.372,120.22
66.468,1412,85.503,16.366,120.16
57.64,1413,85.588,16.615,120.15
65.272,1414,85.739,16.528,120.22
57.038,1415,85.919,16.567,120.28
46.072,1416,86.019,16.75,120.27
48.601,1417,86.303,17.433,120.18
42.486,1418,86.68,17.503,120.27
44.369,1419,86.484,17.523,120.2
