"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
2.7464,553,99.181,18.413,133.64
355.39,555,99.415,18.474,133.63
345.79,557,99.632,18.519,133.61
332.22,559,99.806,18.607,133.58
342.76,560,99.869,18.399,133.66
329.08,561,99.976,18.56,133.59
325.63,567,100.15,18.448,133.63
320.89,568,100.38,18.505,133.6
18.435,791,98.475,18.374,133.61
17.282,794,98.723,18.455,133.6
1.5257,796,98.967,18.558,133.58
343.14,797,99.228,18.625,133.56
343.48,798,99.45,18.685,133.54
341.24,799,99.632,18.697,133.54
331.62,800,99.756,18.774,133.5
324.35,801,100.12,18.626,133.56
324.88,802,99.955,18.756,133.51
324.52,803,100.14,18.742,133.51
18.821,804,98.247,18.152,133.67
22.625,806,98.105,18.1,133.67
322.77,807,100.33,18.684,133.52
320.51,808,100.56,18.586,133.55
26.219,809,97.946,18.044,133.67
26.863,810,97.983,17.901,133.71
30.103,811,97.777,17.984,133.67
31.323,814,97.581,17.979,133.65
30.716,815,97.659,17.76,133.71
31.47,816,97.471,17.884,133.66
31.36,819,97.312,17.92,133.63
30.065,820,97.39,17.722,133.69
357.18,1027,98.896,18.926,133.42
359.85,1028,98.957,18.752,133.5
13.101,1029,98.846,18.738,133.5
341.72,1030,99.084,18.989,133.4
342.35,1031,99.094,18.783,133.49
340.37,1032,99.252,19.074,133.36
341.79,1033,99.304,18.855,133.46
341.16,1034,99.42,19.014,133.39
18.685,1035,98.242,18.534,133.53
18.645,1036,98.255,18.312,133.61
21.566,1037,98.077,18.356,133.58
18.435,1038,98.489,18.575,133.54
18.276,1039,98.701,18.656,133.52
341.24,1040,99.578,18.891,133.45
331.71,1041,99.792,18.908,133.44
327.82,1042,99.943,18.931,133.42
327.65,1043,100.16,18.877,133.44
26.979,1044,97.898,18.377,133.55
27.213,1045,97.931,18.191,133.62
41.881,1046,97.769,18.233,133.59
325.86,1047,100.37,18.899,133.41
324.07,1048,100.56,18.772,133.46
34.577,1049,97.536,18.402,133.5
34.141,1050,97.406,18.269,133.53
34.238,1051,97.34,18.458,133.46
43.297,1052,97.657,18.322,133.55
32.589,1053,97.584,18.165,133.59
37.246,1056,97.142,18.42,133.44
38.97,1057,97.206,18.238,133.52
34.127,1058,97.041,18.324,133.46
31.982,1059,97.375,18.082,133.59
22.076,1068,96.756,18.333,133.41
25.212,1069,96.752,18.141,133.48
25.17,1070,96.607,18.245,133.42
31.012,1071,96.913,18.329,133.44
27.099,1072,96.961,18.169,133.5
31.745,1073,97.134,18.033,133.57
12.237,1270,98.668,19.036,133.35
17.169,1271,98.744,18.852,133.44
17.299,1272,98.605,18.858,133.43
353.7,1273,98.878,19.122,133.32
341.65,1274,99.065,19.193,133.3
338.07,1275,99.234,19.24,133.28
340.53,1276,99.573,19.069,133.36
339.23,1277,99.427,19.205,133.3
337.37,1278,99.612,19.181,133.31
29.942,1279,97.892,18.793,133.39
31.361,1280,97.76,18.663,133.43
30.758,1281,97.653,18.853,133.34
22.238,1282,98.109,18.75,133.43
24.753,1283,97.977,18.57,133.49
18.558,1284,98.322,18.75,133.45
18.435,1285,98.506,18.755,133.46
331.24,1286,99.794,19.112,133.34
328.58,1287,100.02,19.018,133.38
329.49,1288,100.01,19.121,133.32
31.899,1289,97.456,18.792,133.34
34.881,1290,97.551,18.613,133.42
32.492,1291,97.344,18.656,133.38
43.917,1292,97.741,18.475,133.5
329.53,1293,100.19,19.076,133.34
327.73,1294,100.37,19.075,133.32
327.2,1295,100.59,18.98,133.35
17.629,1296,96.729,18.819,133.21
17.577,1297,96.622,18.682,133.25
17.236,1298,96.527,18.838,133.15
18.654,1299,96.905,18.794,133.25
18.653,1300,96.807,18.65,133.3
25.93,1301,97.085,18.749,133.3
26.24,1302,96.976,18.643,133.33
31.731,1303,97.211,18.711,133.34
32.801,1304,97.149,18.573,133.39
324.02,1305,100.79,18.998,133.32
15.172,1313,96.39,18.785,133.15
15.208,1314,96.415,18.637,133.22
14.742,1315,96.25,18.776,133.12
18.306,1316,96.56,18.559,133.29
19.491,1317,96.711,18.507,133.34
31.328,1318,96.93,18.483,133.38
16.467,1329,96.311,18.484,133.26
13.712,1330,96.198,18.619,133.18
24.714,1331,96.506,18.415,133.33
18.424,1525,97.893,19.152,133.23
19.176,1526,97.813,18.977,133.3
18.895,1527,97.654,19.116,133.21
18.222,1528,98.103,19.16,133.24
19.036,1529,98.011,18.963,133.33
17.998,1530,98.296,19.121,133.28
18.435,1531,98.213,18.946,133.35
13.591,1532,98.475,19.179,133.27
17.852,1533,98.436,18.959,133.37
5.2138,1534,98.686,19.234,133.26
351.24,1535,98.899,19.335,133.22
341.53,1536,99.125,19.387,133.2
337.27,1537,99.3,19.367,133.21
338.57,1538,99.439,19.379,133.2
336.98,1539,99.639,19.315,133.23
23.918,1540,97.145,19.15,133.13
24.73,1541,97.071,19.014,133.18
21.993,1542,96.942,19.17,133.08
25.954,1543,97.333,19.135,133.16
29.435,1544,97.257,19.017,133.21
20.597,1545,97.481,19.117,133.19
29.281,1546,97.459,18.969,133.26
331.86,1547,99.845,19.341,133.21
331.43,1548,100.03,19.244,133.26
18.185,1549,96.67,19.086,133.06
18.351,1550,96.648,18.954,133.13
18.001,1551,96.47,19.055,133.03
18.496,1552,96.807,19.116,133.08
18.771,1553,96.858,18.975,133.16
26.076,1554,97.038,18.883,133.24
31.875,1555,97.254,18.859,133.28
331.81,1556,100.27,19.275,133.22
329.03,1557,100.48,19.151,133.27
331.43,1558,100.47,19.264,133.21
16.639,1565,96.316,19.008,133.02
15.6,1566,96.358,18.905,133.08
14.104,1567,96.168,18.951,133.01
330.62,1568,100.67,19.207,133.22
11.869,1579,96.009,18.9,133
11.748,1580,96.071,18.761,133.08
11.453,1581,95.908,18.828,133
11.266,1589,96.003,18.594,133.14
10.492,1590,95.873,18.706,133.05
9.3914,1599,95.801,18.571,133.09
12.635,1605,95.72,18.433,133.13
53.891,1651,94.953,17.298,133.31
49.792,1652,94.887,17.169,133.33
48.52,1659,94.852,17.035,133.35
18.397,1808,97.735,19.512,133.02
18.424,1809,97.778,19.301,133.14
18.435,1810,97.607,19.352,133.09
13.319,1811,97.957,19.588,133
14.345,1812,97.978,19.363,133.13
11.555,1813,98.113,19.501,133.07
345.68,1814,98.81,19.646,133.04
348.49,1815,98.884,19.502,133.13
348.53,1816,98.762,19.494,133.13
341.62,1817,98.982,19.721,133.01
341.58,1818,99.03,19.534,133.11
341.13,1819,99.128,19.642,133.06
18.435,1820,97.116,19.411,132.98
18.829,1821,97.056,19.282,133.04
18.348,1822,96.886,19.381,132.95
18.435,1823,97.312,19.415,133.01
19.732,1824,97.243,19.277,133.07
18.435,1825,97.459,19.394,133.04
19.253,1826,97.451,19.256,133.12
9.8422,1827,98.259,19.332,133.17
0.83306,1828,98.494,19.376,133.17
351.54,1829,98.681,19.396,133.17
339.79,1830,99.302,19.566,133.1
