"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
122.13,1,49.161,16.629,101.23
120.63,2,49.035,16.687,101.28
121.16,3,48.918,16.508,101.19
130.93,4,49.383,16.757,101.27
130.46,5,49.253,16.849,101.34
136.23,6,49.563,16.829,101.28
137.41,7,49.509,16.948,101.36
136.19,8,49.644,16.927,101.33
115.39,9,48.74,16.498,101.21
110.53,10,48.825,16.637,101.28
114.4,11,48.567,16.511,101.24
108.27,12,48.364,16.52,101.27
130.47,13,49.234,16.447,101.11
129.8,14,49.194,16.524,101.16
128.98,15,49.045,16.407,101.11
134.21,16,49.403,16.461,101.09
132.23,17,49.349,16.6,101.18
134.99,18,49.569,16.564,101.13
134.83,19,49.561,16.693,101.2
135,20,49.703,16.637,101.15
127.34,21,48.863,16.343,101.09
135,22,49.768,16.898,101.29
135,23,49.8,16.766,101.21
135,24,49.896,16.878,101.25
125.01,25,48.451,16.275,101.1
127.32,26,48.664,16.347,101.12
132.47,27,49.986,16.983,101.29
121.76,28,48.318,16.352,101.17
120.2,29,47.944,16.288,101.18
121.53,30,48.159,16.419,101.23
121.56,31,47.772,16.303,101.2
117.91,32,49.548,16.291,100.95
127.83,33,49.481,16.375,101.02
127.82,34,49.33,16.258,100.97
106.95,35,49.731,16.37,100.98
127.84,36,49.646,16.481,101.06
132.17,37,49.889,16.441,101
134.35,38,49.808,16.506,101.05
134.35,39,49.946,16.552,101.06
118.45,40,48.921,16.194,100.98
130.04,41,49.16,16.298,101.02
135,42,49.885,16.665,101.13
135,43,50.064,16.638,101.09
129.23,44,48.716,16.14,100.98
130.46,45,48.732,16.235,101.04
133.25,46,48.523,16.117,100.99
135.08,47,50.037,16.873,101.23
135.07,48,50.083,16.772,101.16
135.12,49,50.261,16.916,101.21
134.76,50,48.326,16.087,101
134.08,51,50.411,17.077,101.27
134.96,52,48.22,16.156,101.06
70.669,53,53.727,18.807,101
132.42,54,47.892,16.112,101.07
134.43,55,48.095,16.228,101.12
70.436,56,53.668,18.713,101.01
134.04,57,47.72,16.115,101.09
133.94,58,47.528,16.084,101.09
129.86,59,49.268,16.136,100.89
97.441,60,49.443,16.12,100.85
