"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
76.962,0,60.348,18.337,114.25
131.1,1,63.945,10.706,112.92
131.14,2,63.891,10.577,112.89
130.89,3,64.047,10.542,112.8
78.649,4,60.694,18.361,114.18
78.373,5,60.535,18.379,114.21
78.656,6,60.49,18.268,114.24
77.669,7,60.596,18.519,114.17
78.698,8,60.212,17.992,114.33
78.952,9,60.115,17.829,114.37
78.13,10,60.359,18.119,114.29
129.75,11,63.795,10.841,113.04
129.83,12,63.742,10.691,113.01
130.41,13,63.838,10.696,112.97
131.93,14,64.215,10.479,112.69
135,15,64.347,10.439,112.6
130.76,16,63.695,10.54,112.97
130.79,17,63.662,10.4,112.92
130.54,18,63.806,10.408,112.86
129.84,19,63.954,10.373,112.77
130.78,20,64.06,10.337,112.7
137.12,21,64.149,10.278,112.63
141.56,22,64.356,10.318,112.53
141.95,23,64.378,10.222,112.47
141.32,24,64.487,10.226,112.41
140.74,25,64.604,10.215,112.33
130.39,26,63.579,10.261,112.9
129.71,27,63.56,10.14,112.85
129.29,28,63.729,10.207,112.8
129.85,29,63.901,10.213,112.72
134.49,30,63.921,10.121,112.67
138.43,31,64.038,10.126,112.61
142.72,32,64.167,10.118,112.54
129.51,33,63.504,10.007,112.81
129.99,34,63.698,10.019,112.73
79.364,35,60.716,18.142,114.21
79.198,36,60.564,18.188,114.24
79.505,37,60.499,18.043,114.27
79.023,38,60.879,18.349,114.14
80.498,39,60.184,17.747,114.38
78.898,40,60.338,17.871,114.33
81.188,41,60.048,17.658,114.41
64.359,42,66.027,12.857,112.34
74.637,43,65.878,12.744,112.43
143.06,44,64.726,12.117,112.96
140.13,45,64.578,12.038,113.02
137.9,46,64.429,11.991,113.07
134.83,47,64.327,11.8,113.07
133.39,48,64.117,11.737,113.15
130.25,49,64.105,11.59,113.12
130.8,50,63.971,11.656,113.19
128.55,51,63.965,11.405,113.13
129.26,52,63.857,11.488,113.19
128.16,53,63.885,11.253,113.13
128.52,54,63.728,11.277,113.19
148.51,55,54.553,14.193,114.18
155.24,56,54.726,14.194,114.22
128.84,57,63.765,11.128,113.14
