"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
13.121,125,93.851,13.616,131.63
13.277,126,93.659,13.71,131.67
13.794,127,93.738,13.581,131.61
13.142,128,93.873,13.49,131.56
10.102,167,93.488,13.86,131.74
13.278,169,93.433,13.704,131.67
14.96,172,93.207,13.686,131.66
15.63,174,93.376,13.575,131.6
16.063,175,93.61,13.52,131.57
16.353,176,93.856,13.372,131.49
14.632,178,93.186,13.535,131.58
14.279,179,93.407,13.44,131.53
14.571,180,93.636,13.346,131.47
14.804,181,93.873,13.232,131.41
18.909,229,97.075,12.546,130.76
18.32,232,96.923,12.457,130.73
14.965,233,96.79,12.368,130.68
11.784,235,96.71,12.306,130.65
13.625,237,93.162,13.414,131.5
13.434,238,93.417,13.3,131.44
13.977,239,93.657,13.196,131.38
14.305,240,93.882,13.101,131.32
11.015,241,96.452,12.278,130.65
11.282,242,96.628,12.26,130.62
10.142,245,92.94,13.39,131.47
8.7708,246,93.204,13.262,131.4
10.051,247,93.457,13.15,131.34
11.489,248,93.722,13.043,131.27
11.335,249,93.767,12.902,131.17
10.535,250,93.987,12.853,131.14
10.77,251,95.638,12.245,130.66
10.708,252,95.961,12.228,130.64
9.5039,253,96.117,12.221,130.63
10.823,254,96.296,12.215,130.61
9.8418,255,92.862,13.294,131.41
8.4156,256,93.015,13.213,131.36
9.778,257,93.248,13.106,131.29
11.221,258,93.5,13.008,131.23
10.444,259,95.828,12.15,130.57
30.016,307,97.69,12.727,130.74
29.27,308,97.502,12.6,130.71
31.527,309,97.744,12.586,130.65
20.016,318,97.296,12.5,130.69
30.025,319,97.681,12.453,130.59
28.033,320,97.479,12.448,130.63
28.643,321,97.569,12.327,130.54
18.443,331,97.137,12.398,130.65
18.454,332,97.339,12.345,130.59
18.456,333,97.447,12.219,130.49
15.725,337,96.981,12.324,130.63
18.033,338,97.161,12.232,130.54
17.889,339,97.357,12.112,130.42
15.441,340,96.864,12.211,130.56
18.18,341,97.023,12.085,130.45
18.24,342,97.187,12.119,130.45
12.15,343,96.573,12.166,130.55
15.564,344,96.795,12.086,130.47
16.332,345,96.942,11.96,130.35
11.217,347,93.965,12.755,131.06
11.36,348,94.232,12.651,130.98
11.263,349,95.298,12.296,130.7
11.351,350,95.479,12.263,130.67
11.385,351,96.128,12.11,130.53
11.329,352,96.381,12.081,130.49
11.357,353,96.582,12.059,130.47
11.598,354,96.683,11.994,130.4
15.121,355,96.803,11.987,130.39
9.1343,357,92.733,13.226,131.34
8.5694,358,93.021,13.075,131.25
9.2049,359,93.282,12.956,131.18
9.7433,360,93.522,12.885,131.14
9.8382,361,93.844,12.698,131.01
9.6936,362,93.684,12.782,131.06
9.9495,363,94.019,12.623,130.95
9.9245,364,94.274,12.522,130.87
10.05,365,94.565,12.381,130.75
10.629,366,94.863,12.278,130.67
10.989,367,95.178,12.204,130.61
11.516,368,95.509,12.141,130.56
12.564,369,95.773,12.042,130.47
11.838,370,96.024,12.009,130.44
11.352,371,96.283,11.973,130.4
11.333,372,96.525,11.948,130.37
8.5174,376,92.793,13.07,131.23
9.0403,377,93.083,12.905,131.12
9.5902,378,93.401,12.785,131.04
44.358,429,97.938,12.746,130.69
41.532,430,97.862,12.498,130.58
45.16,431,98.019,12.595,130.59
43.88,432,98,12.465,130.53
39.854,446,97.916,12.378,130.49
31.518,447,97.774,12.317,130.49
32.233,448,97.984,12.234,130.39
18.438,459,97.707,12.206,130.43
18.912,460,97.85,12.094,130.33
15.839,474,97.585,12.092,130.37
16.683,475,97.739,11.978,130.26
18.325,487,97.22,12.029,130.38
12.912,488,97.573,11.99,130.3
12.776,489,97.396,11.973,130.31
20.405,490,97.136,11.924,130.3
20.817,491,97.309,11.875,130.25
12.223,492,96.771,11.905,130.32
20.594,493,97.236,11.785,130.17
14.078,494,96.957,11.811,130.22
9.6222,495,93.712,12.645,130.94
9.7165,496,93.982,12.526,130.86
9.6994,497,94.239,12.438,130.79
9.7218,498,94.392,12.366,130.73
9.6974,499,94.465,12.294,130.66
9.8481,500,94.668,12.196,130.57
10.064,501,95.014,12.127,130.53
10.687,502,95.332,12.058,130.47
11.312,503,95.623,11.983,130.41
11.312,504,95.917,11.914,130.34
11.271,505,96.192,11.87,130.3
11.068,506,96.457,11.836,130.27
11.966,507,96.684,11.83,130.25
8.3611,510,92.544,13.066,131.2
8.2873,511,92.769,12.966,131.14
8.2171,512,92.891,12.886,131.09
8.2426,513,92.984,12.813,131.03
8.6093,514,93.188,12.712,130.96
9.1791,515,93.481,12.635,130.91
9.4497,516,93.739,12.502,130.81
9.4609,517,94.051,12.406,130.75
9.5592,518,94.268,12.35,130.71
8.1784,522,92.567,12.952,131.11
8.1334,523,92.73,12.858,131.04
56.067,565,98.174,12.731,130.62
45.502,571,98.324,12.537,130.48
44.28,572,98.158,12.391,130.44
48.189,573,98.407,12.344,130.35
32.737,576,98.239,12.215,130.32
35.82,577,98.482,12.168,130.23
19.061,580,98.09,12.081,130.27
19.888,581,98.324,12.048,130.19
18.482,584,97.946,11.951,130.21
18.896,585,98.18,11.928,130.14
34.011,586,98.398,11.884,130.07
12.9,599,97.58,11.906,130.24
19.706,600,97.905,11.84,130.13
19.705,601,97.73,11.834,130.15
18.784,602,98.057,11.814,130.08
33.104,603,98.243,11.768,130.01
23.607,614,97.465,11.818,130.18
24.034,615,97.596,11.745,130.1
21.208,617,96.939,11.712,130.13
22.29,618,97.168,11.678,130.08
24.176,619,97.446,11.669,130.05
15.612,620,93.774,12.286,130.59
12.57,621,93.786,12.384,130.7
13.301,622,93.625,12.43,130.73
12.39,623,94.101,12.209,130.54
10.875,624,93.977,12.333,130.66
9.0455,625,94.41,12.143,130.5
9.3499,626,94.284,12.261,130.61
9.0579,627,94.656,12.072,130.44
9.0245,628,94.904,12.038,130.42
9.3651,629,95.194,11.976,130.38
9.7226,630,95.488,11.906,130.32
9.7233,631,95.785,11.837,130.26
9.7446,632,96.085,11.777,130.21
13.178,633,96.385,11.731,130.16
17.119,634,96.695,11.705,130.13
8.3559,635,92.879,12.656,130.86
8.2156,636,92.912,12.752,130.96
8.2293,637,92.708,12.772,130.96
9.1198,638,93.135,12.606,130.85
11.912,639,93.386,12.54,130.81
8.147,645,92.457,12.866,131.01
20.065,700,97.889,11.749,130.06
19.549,701,98.04,11.663,129.97
32.158,702,98.293,11.623,129.89
25.554,716,97.732,11.67,130.02
25.582,717,97.838,11.573,129.92
23.417,718,97.982,11.549,129.88
34.316,719,98.135,11.52,129.83
44.706,720,98.355,11.48,129.76
45.038,721,98.458,11.388,129.67
22.538,734,96.937,11.637,130.06
23.436,735,97.096,11.578,129.99
24.114,736,97.341,11.551,129.95
25.926,737,97.627,11.531,129.91
15.884,738,93.453,12.316,130.58
12.935,739,93.518,12.395,130.68
11.665,740,93.321,12.44,130.7
23.96,741,93.672,12.209,130.48
16.782,742,93.951,12.152,130.45
9.1155,743,94.234,12.083,130.41
8.7652,744,94.507,12.015,130.36
8.6029,745,94.787,11.951,130.31
8.5465,746,95.064,11.894,130.27
8.4249,747,95.353,11.829,130.22
8.3569,748,95.649,11.762,130.17
8.3495,749,95.952,11.697,130.11
15.702,750,96.26,11.64,130.06
22.693,751,96.568,11.593,130.02
23.175,752,96.862,11.54,129.96
8.4714,753,92.551,12.629,130.78
8.2661,754,92.6,12.728,130.9
9.1831,755,92.39,12.762,130.9
8.8627,756,92.823,12.576,130.77
9.6401,757,93.076,12.517,130.74
26.839,839,97.895,11.446,129.8
34.987,840,98.139,11.387,129.72
44.516,841,98.325,11.351,129.66
18.922,855,93.571,12.082,130.3
20.655,856,93.652,12.136,130.39
17.019,857,93.511,12.168,130.41
17.643,858,93.737,12.038,130.27
17.634,859,93.821,12.097,130.37
16.722,860,93.878,12.012,130.26
23.571,861,97.124,11.491,129.9
25.918,862,97.294,11.426,129.83
27.209,863,97.489,11.436,129.83
30.943,864,97.695,11.371,129.75
34.876,865,97.959,11.304,129.66
38.461,866,98.252,11.24,129.57
9.4345,869,93.17,12.3,130.51
9.5833,870,93.211,12.392,130.63
8.9973,871,93.014,12.417,130.62
14.346,872,93.412,12.239,130.48
15.457,873,94.079,12.024,130.31
15.737,874,94.347,11.959,130.27
15.752,875,94.624,11.893,130.22
15.792,876,94.916,11.824,130.17
15.719,877,95.209,11.757,130.12
15.71,878,95.506,11.689,130.07
15.669,879,95.808,11.623,130.02
19.417,880,96.116,11.561,129.97
23.086,881,96.428,11.503,129.92
23.199,882,96.742,11.445,129.86
23.319,883,97.074,11.383,129.79
9.7318,886,91.984,12.649,130.69
9.0888,889,92.302,12.609,130.71
9.5257,890,92.199,12.732,130.83
8.7314,891,92.551,12.5,130.63
8.9116,892,92.796,12.499,130.68
9.9342,995,93.235,12.023,130.14
9.9229,996,93.227,12.117,130.28
9.6771,997,93.084,12.117,130.24
9.9789,998,93.502,11.944,130.08
10.355,999,93.436,12.044,130.22
18.832,1000,93.726,11.869,130.02
18.355,1001,93.712,11.965,130.16
27.545,1002,93.887,11.819,129.98
26.581,1003,93.974,11.873,130.08
26.987,1004,94.038,11.785,129.96
8.2693,1015,92.772,12.208,130.3
8.2211,1016,92.802,12.294,130.43
8.1502,1017,92.628,12.298,130.39
9.1485,1018,92.948,12.162,130.27
9.1067,1019,93.03,12.232,130.39
14.01,1020,93.314,12.173,130.37
16.397,1021,93.973,11.95,130.19
26.245,1022,94.25,11.795,130.02
17.274,1023,94.191,11.903,130.17
25.285,1024,94.517,11.739,130
18.335,1025,94.445,11.843,130.13
24.081,1026,94.715,11.688,129.96
19.926,1027,94.726,11.78,130.09
23.118,1028,94.858,11.696,130
27.007,1029,97.433,11.309,129.71
30.724,1030,97.736,11.233,129.61
32.868,1031,98.005,11.17,129.53
36.506,1032,98.189,11.133,129.48
8.2209,1037,92.46,12.359,130.44
8.5946,1038,92.629,12.384,130.51
8.1854,1039,92.413,12.442,130.53
8.8882,1040,92.861,12.375,130.54
22.912,1041,95.05,11.696,130.03
22.667,1042,95.352,11.623,129.97
22.688,1043,95.654,11.554,129.92
23.017,1044,95.962,11.488,129.87
23.197,1045,96.272,11.426,129.82
23.199,1046,96.585,11.365,129.76
23.251,1047,96.903,11.303,129.7
26.529,1048,97.224,11.237,129.63
30.361,1049,97.537,11.162,129.55
30.747,1050,97.845,11.087,129.46
31.774,1051,98.168,11.017,129.37
8.3147,1067,92.014,12.527,130.55
8.1795,1068,92.237,12.527,130.6
324.12,1089,95.16,23.048,128.59
321.68,1090,95.319,22.939,128.6
10.147,1183,93.017,11.846,129.76
10.181,1184,93.035,11.922,129.91
9.9339,1185,92.877,11.932,129.87
10.566,1186,93.226,11.786,129.72
10.525,1187,93.284,11.854,129.87
15.599,1188,93.386,11.773,129.75
8.9495,1196,92.553,12.022,129.93
8.9819,1197,92.59,12.095,130.07
8.712,1198,92.423,12.107,130.04
9.7117,1199,92.735,11.976,129.91
10.068,1200,92.82,12.027,130.02
10.512,1201,93.101,11.975,130.02
10.603,1202,93.336,11.924,130
20.72,1203,93.592,11.745,129.77
20.624,1204,93.553,11.84,129.92
30.748,1205,93.851,11.66,129.7
30.234,1206,93.836,11.755,129.86
30.964,1207,94.119,11.578,129.64
30.613,1208,94.06,11.662,129.77
30.964,1209,94.341,11.514,129.59
30.789,1210,94.34,11.608,129.75
30.786,1211,94.5,11.505,129.62
8.1676,1226,92.266,12.16,130.08
8.1767,1227,92.414,12.196,130.18
8.3024,1228,92.203,12.229,130.17
8.7261,1229,92.674,12.148,130.18
9.4978,1230,92.94,12.084,130.15
27.12,1231,94.154,11.712,129.87
27.025,1232,94.384,11.69,129.9
29.128,1233,94.575,11.549,129.72
27.019,1234,94.637,11.62,129.84
27.198,1235,94.758,11.525,129.73
8.2847,1240,92.049,12.276,130.2
8.1606,1241,92.2,12.317,130.31
8.1512,1242,91.983,12.347,130.29
8.1384,1243,92.471,12.271,130.31
23.419,1244,94.914,11.621,129.9
26.714,1245,94.948,11.531,129.78
24.742,1246,95.136,11.492,129.76
23.538,1247,95.18,11.571,129.88
23.378,1248,95.291,11.469,129.75
8.9312,1254,91.621,12.431,130.31
9.1661,1255,91.721,12.498,130.44
8.1859,1257,91.831,12.385,130.3
8.1907,1258,91.936,12.444,130.42
8.1301,1259,92.225,12.411,130.45
23.199,1260,95.495,11.489,129.81
23.199,1261,95.802,11.423,129.77
23.199,1262,96.108,11.356,129.72
23.199,1263,96.418,11.292,129.67
23.218,1264,96.732,11.229,129.61
26.368,1265,97.041,11.162,129.55
29.527,1266,97.345,11.092,129.48
30.87,1267,97.648,11.018,129.4
33.403,1268,97.951,10.944,129.31
341.62,1300,94.038,24.209,128.08
343.06,1301,94.329,23.995,128.12
341.63,1302,94.434,23.898,128.16
331.59,1303,94.728,23.71,128.16
328.61,1304,94.8,23.58,128.26
325.51,1305,94.915,23.453,128.32
326.46,1306,94.911,23.294,128.51
320.61,1307,95.13,23.445,128.17
320.85,1308,95.068,23.261,128.43
316.55,1309,95.195,23.31,128.28
315.54,1310,95.256,23.178,128.38
320.21,1311,95.383,23.018,128.46
315.39,1312,95.413,23.153,128.29
315.04,1313,95.591,23,128.32
315.04,1314,95.676,22.777,128.51
315,1315,95.758,23.082,128.11
315,1316,95.822,22.871,128.3
314.96,1317,95.875,22.992,128.12
314.96,1318,96.006,22.937,128.08
8.2612,1428,92.626,11.815,129.53
8.3428,1429,92.628,11.882,129.68
8.199,1430,92.474,11.892,129.63
9.6624,1431,92.882,11.742,129.48
9.8721,1432,92.853,11.818,129.63
11.267,1433,93.077,11.683,129.44
11.332,1434,93.13,11.741,129.59
16.627,1435,93.232,11.666,129.47
8.1938,1451,92.149,11.98,129.68
8.2434,1452,92.188,12.04,129.83
8.1777,1453,92.01,12.054,129.78
8.2106,1454,92.332,11.935,129.66
8.6883,1455,92.424,11.976,129.79
9.4006,1456,92.72,11.917,129.79
20.793,1457,93.411,11.71,129.64
21.089,1458,93.433,11.634,129.49
30.555,1459,93.689,11.558,129.43
30.74,1460,93.652,11.644,129.59
30.964,1461,93.892,11.499,129.4
30.964,1462,93.916,11.567,129.54
30.964,1463,94.039,11.492,129.44
8.2001,1477,91.849,12.102,129.81
8.3611,1478,92.01,12.127,129.93
8.1837,1479,91.795,12.161,129.91
8.203,1480,92.273,12.084,129.94
30.987,1481,94.231,11.474,129.48
30.929,1482,94.7,11.461,129.61
33.025,1483,94.552,11.41,129.47
32.036,1484,94.781,11.336,129.41
31.087,1485,94.896,11.385,129.53
30.339,1486,94.968,11.318,129.44
8.1844,1493,91.642,12.208,129.94
8.3489,1494,91.813,12.229,130.04
8.1844,1495,91.602,12.266,130.03
8.4333,1496,92.051,12.197,130.07
27.142,1497,94.91,11.455,129.65
27.384,1498,95.184,11.297,129.46
25.532,1499,95.157,11.401,129.62
23.741,1500,95.407,11.22,129.4
23.363,1501,95.444,11.308,129.54
24.557,1502,95.574,11.212,129.43
8.1913,1508,91.457,12.312,130.06
8.4706,1509,91.617,12.337,130.16
8.1913,1510,91.424,12.362,130.14
8.1807,1511,91.838,12.308,130.19
23.285,1512,95.415,11.399,129.67
27.002,1513,95.757,11.24,129.51
23.723,1514,95.653,11.357,129.65
28.163,1515,96.03,11.174,129.46
24.269,1516,95.938,11.295,129.61
24.572,1517,96.255,11.106,129.41
23.701,1518,96.24,11.224,129.56
23.724,1519,96.405,11.115,129.44
23.566,1531,96.568,11.161,129.52
27.155,1532,96.867,11.093,129.46
30.366,1533,97.16,11.022,129.39
31.862,1534,97.456,10.95,129.32
34.671,1535,97.756,10.876,129.24
336.86,1562,93.918,24.444,127.87
346.53,1563,94.162,24.199,128
346.3,1564,94.088,24.375,127.82
346.41,1565,94.229,24.282,127.84
345.61,1566,94.318,24.132,127.96
340.85,1567,94.543,23.889,128.09
344.05,1568,94.513,24.048,127.91
341.93,1569,94.689,24.033,127.79
340.93,1570,94.678,23.87,128.01
340.99,1571,94.797,23.948,127.81
336.14,1572,94.902,23.797,127.92
328.31,1573,94.892,23.638,128.12
331.51,1574,95.094,23.806,127.75
328.26,1575,95.051,23.617,128.02
328.33,1576,95.169,23.68,127.85
324.94,1577,95.287,23.561,127.9
315.91,1578,95.325,23.347,128.13
316.55,1579,95.452,23.606,127.71
315.27,1580,95.473,23.411,127.94
315.25,1581,95.545,23.513,127.76
315,1582,95.497,23.227,128.14
315,1583,95.649,23.436,127.77
315,1584,95.64,23.235,128.02
315,1585,95.734,23.335,127.82
315,1586,95.842,23.251,127.84
314.96,1587,95.925,23.09,127.97
314.67,1588,95.973,23.178,127.83
310.21,1589,96.1,23.096,127.82
310.09,1590,96.178,22.934,127.95
8.1319,1694,92.299,11.734,129.13
8.1373,1695,92.451,11.751,129.28
8.1301,1696,92.24,11.783,129.24
8.5139,1697,92.467,11.694,129.12
8.1367,1702,91.928,11.859,129.26
8.1381,1703,91.963,11.909,129.42
8.2467,1704,91.796,11.926,129.37
8.1301,1705,92.102,11.817,129.25
8.1301,1706,92.195,11.847,129.38
8.1772,1707,92.455,11.805,129.42
8.9684,1708,92.691,11.671,129.2
9.433,1709,92.694,11.733,129.36
10.053,1710,92.87,11.622,129.17
10.71,1711,92.971,11.651,129.3
17.792,1712,93.024,11.584,129.16
8.3248,1732,91.641,11.971,129.4
8.1683,1733,91.784,11.99,129.53
8.1453,1734,91.582,12.022,129.5
8.1377,1735,92.048,11.942,129.54
8.1301,1736,92.313,11.883,129.53
21.19,1737,93.259,11.61,129.35
20.515,1738,93.27,11.547,129.2
30.142,1739,93.552,11.463,129.15
30.627,1740,93.514,11.54,129.31
31.034,1741,93.772,11.389,129.09
30.999,1742,93.813,11.452,129.26
30.992,1743,93.945,11.365,129.12
8.5757,1755,91.268,12.101,129.53
8.5541,1756,91.302,12.156,129.68
8.1457,1758,91.446,12.058,129.52
8.1749,1759,91.546,12.091,129.65
8.1301,1760,91.844,12.04,129.67
31.079,1761,94.095,11.43,129.34
31.175,1762,94.15,11.356,129.2
36.71,1763,94.419,11.285,129.17
35.283,1764,94.367,11.373,129.33
41.576,1765,94.626,11.219,129.13
40.794,1766,94.658,11.295,129.29
41.293,1767,94.792,11.196,129.16
8.1856,1776,91.372,12.197,129.8
8.1356,1777,91.623,12.145,129.8
30.86,1778,94.987,11.26,129.34
38.089,1779,94.926,11.207,129.23
34.391,1780,95.098,11.192,129.26
8.1301,1791,91.426,12.254,129.94
33.678,1792,95.286,11.181,129.3
30.658,1793,95.708,11.163,129.38
36.183,1794,95.591,11.109,129.27
38.294,1795,95.824,11.025,129.2
36.031,1796,95.881,11.111,129.34
37.08,1797,95.993,11.015,129.22
36.113,1807,96.162,11.045,129.3
25.278,1808,96.546,11.066,129.39
35.18,1809,96.466,10.987,129.27
36.388,1810,96.758,10.904,129.21
29.715,1811,96.717,11.022,129.35
37.904,1812,97.031,10.834,129.15
34.008,1813,96.974,10.958,129.3
38.209,1814,97.247,10.761,129.09
36.673,1815,97.259,10.883,129.23
38.057,1816,97.402,10.768,129.11
38.054,1829,97.575,10.812,129.17
44.874,1830,97.856,10.733,129.09
328.65,1858,93.987,24.543,127.68
341.33,1859,94.167,24.522,127.56
344.5,1860,94.333,24.261,127.78
343.68,1861,94.299,24.397,127.62
345.35,1862,94.466,24.404,127.48
345.31,1863,94.46,24.234,127.71
344.34,1864,94.572,24.311,127.52
343.17,1865,94.65,24.171,127.64
340.1,1866,94.9,23.952,127.73
341.73,1867,94.847,24.105,127.57
341.58,1868,94.987,24.094,127.47
340.5,1869,95.029,23.95,127.62
341.03,1870,95.102,24.065,127.41
338.94,1871,95.251,23.943,127.44
328.2,1872,95.246,23.762,127.68
332.36,1873,95.465,23.953,127.24
328.29,1874,95.382,23.773,127.56
328.86,1875,95.518,23.838,127.36
323.76,1876,95.553,23.731,127.47
316.22,1877,95.613,23.601,127.59
316.22,1878,95.697,23.714,127.37
315.47,1879,95.754,23.579,127.5
315,1880,95.807,23.431,127.65
314.47,1881,95.889,23.556,127.42
314.51,1883,95.947,23.41,127.56
314.38,1884,96.021,23.269,127.67
314.55,1885,96.085,23.394,127.46
317.27,1890,96.171,23.249,127.58
8.166,1999,91.542,11.795,128.77
8.1912,2000,91.511,11.853,128.95
8.1629,2001,91.363,11.871,128.9
8.1989,2002,91.844,11.733,128.79
8.3909,2003,91.721,11.802,128.94
8.1646,2004,92.11,11.677,128.8
8.3135,2005,91.985,11.747,128.95
8.1312,2006,92.348,11.618,128.79
8.1376,2007,92.291,11.684,128.97
8.1965,2008,92.5,11.573,128.76
8.2293,2009,92.574,11.598,128.9
8.2578,2010,92.634,11.54,128.76
8.2134,2021,91.166,11.921,128.93
8.2638,2022,91.315,11.93,129.07
8.2127,2023,91.099,11.973,129.06
8.46,2024,91.566,11.884,129.1
8.1766,2025,91.821,11.83,129.1
8.1424,2026,92.079,11.774,129.1
8.868,2027,92.576,11.641,129.04
8.6719,2028,92.823,11.52,128.84
9.7887,2029,92.826,11.58,129.02
19.62,2030,92.991,11.471,128.81
19.721,2031,93.056,11.499,128.94
23.19,2032,93.125,11.437,128.81
8.1936,2056,90.899,12.023,129.08
8.2384,2057,91.107,12.019,129.21
8.1941,2058,90.876,12.067,129.2
8.4973,2059,91.37,11.97,129.23
8.4503,2060,91.645,11.917,129.25
20.492,2061,93.111,11.532,129.07
30.487,2062,93.248,11.438,128.9
30.288,2063,93.347,11.465,129.04
31.059,2064,93.421,11.399,128.9
8.5789,2075,91.173,12.063,129.37
8.16,2076,91.428,12.01,129.38
31.123,2077,93.638,11.374,128.97
31.352,2078,94.08,11.314,129.07
31.788,2079,93.952,11.29,128.95
38.066,2080,94.191,11.204,128.88
37.827,2081,94.254,11.258,129.03
41.488,2082,94.366,11.177,128.91
44.734,2092,94.529,11.183,129.01
42.926,2093,94.982,11.131,129.11
44.635,2094,94.785,11.126,129.01
44.653,2095,94.992,11.081,129.01
35.358,2106,95.171,11.128,129.17
44.249,2107,95.195,11.047,129.03
44.472,2108,95.384,10.995,129
42.58,2109,95.412,11.072,129.15
44.582,2110,95.525,10.993,129.05
44.378,2119,95.706,10.982,129.09
37.506,2120,96.124,10.968,129.18
43.658,2121,96.018,10.908,129.06
44.041,2122,96.3,10.824,129
40.987,2123,96.296,10.924,129.15
44.645,2124,96.517,10.751,128.95
43.686,2125,96.553,10.854,129.11
44.742,2126,96.679,10.747,128.98
