"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
73.821,0,81.678,16.138,130.06
68.944,1,81.55,16.123,129.96
76.525,2,81.812,16.067,130.13
71.838,3,81.682,16.042,130.03
78.496,4,81.924,16,130.18
74.513,5,81.813,15.956,130.1
86.461,6,82.025,15.954,130.23
83.625,7,81.954,15.879,130.16
87.915,8,82.045,16.033,130.26
89.941,9,82.091,15.895,130.25
91.599,10,82.209,15.88,130.31
92.14,11,82.149,15.975,130.3
91.4,12,82.283,15.923,130.35
63.068,13,81.421,16.108,129.85
59.843,14,81.29,16.087,129.74
66.709,15,81.554,16.02,129.93
59.63,16,81.427,16.002,129.83
59.396,17,81.484,15.919,129.85
60.552,18,81.604,15.902,129.93
59.704,19,81.505,15.847,129.84
70.679,20,81.691,15.948,130.01
59.407,21,81.659,15.786,129.93
60.354,22,81.786,15.754,130.01
73.054,23,81.801,15.841,130.05
80.823,24,81.986,15.771,130.15
70.103,25,81.908,15.708,130.07
83.754,26,82.122,15.723,130.21
79.276,27,82.062,15.639,130.14
90.686,28,82.143,15.81,130.25
81.346,29,82.189,15.652,130.22
81.728,30,82.291,15.621,130.27
85.429,31,82.274,15.73,130.3
88.077,32,82.361,15.826,130.37
85.506,33,82.509,15.889,130.45
84.759,34,82.67,15.875,130.51
82.471,35,82.366,15.65,130.32
82.563,36,82.448,15.617,130.35
85.09,37,82.442,15.712,130.37
82.921,38,82.563,15.785,130.45
83.334,39,82.772,15.767,130.53
82.515,40,82.562,15.675,130.42
82.316,41,82.558,15.574,130.38
82.264,42,82.652,15.687,130.46
82.515,43,82.696,15.725,130.49
82.325,44,82.668,15.61,130.44
59.037,45,81.162,16.061,129.61
59.037,46,81.041,16.024,129.48
59.036,47,81.285,15.978,129.7
59.036,48,81.172,15.929,129.57
59.036,49,81.396,15.92,129.77
59.036,50,81.343,15.855,129.7
59.036,51,81.431,15.742,129.73
59.036,52,81.52,15.763,129.81
59.036,53,81.539,15.65,129.77
59.036,54,81.646,15.685,129.88
59.08,55,81.746,15.62,129.92
59.097,56,81.796,15.671,129.98
68.246,57,81.955,15.588,130.05
62.116,58,81.854,15.557,129.97
73.431,59,82.1,15.515,130.11
66.828,60,82.007,15.453,130.01
75.666,61,82.228,15.468,130.16
74.793,62,82.182,15.383,130.08
80.774,63,82.23,15.554,130.2
76.531,64,82.288,15.403,130.16
81.459,65,82.37,15.383,130.2
81.8,66,82.379,15.462,130.24
81.87,67,82.409,15.546,130.3
87.306,68,82.876,15.84,130.58
81.87,69,82.471,15.353,130.24
81.87,70,82.569,15.354,130.29
81.87,71,82.559,15.46,130.33
82.083,72,82.792,15.648,130.5
85.438,73,83.028,15.791,130.62
83.834,74,82.956,15.693,130.58
81.772,75,82.719,15.421,130.39
81.778,76,82.662,15.349,130.33
81.7,77,82.747,15.521,130.44
81.87,78,82.901,15.584,130.53
81.914,79,83.072,15.57,130.58
80.861,80,82.798,15.331,130.39
79.437,81,82.866,15.413,130.45
81.76,82,82.946,15.491,130.51
62.01,83,80.763,16.092,129.23
60.848,84,80.903,16.036,129.35
59.061,85,81.04,15.869,129.41
59.048,86,81.164,15.747,129.48
59.036,87,81.222,15.809,129.56
59.084,88,81.282,15.692,129.56
59.036,89,81.337,15.774,129.66
59.096,90,81.383,15.682,129.65
59.175,91,81.48,15.586,129.68
59.037,92,81.694,15.572,129.86
59.254,93,81.598,15.539,129.76
60.817,94,81.834,15.486,129.91
59.328,95,81.724,15.473,129.82
60.234,96,81.923,15.416,129.94
59.333,97,81.845,15.397,129.86
60.807,98,81.996,15.333,129.93
66.829,99,82.121,15.325,130.01
80.658,100,82.335,15.319,130.14
79.382,101,82.285,15.234,130.05
80.745,102,82.454,15.248,130.16
81.154,103,82.599,15.158,130.19
81.87,104,82.601,15.255,130.25
83.85,105,83.101,15.728,130.63
82.062,106,83.223,15.797,130.68
81.445,107,82.723,15.259,130.31
80.828,108,82.756,15.149,130.26
81.929,109,83.183,15.648,130.64
81.733,110,83.373,15.672,130.71
77.924,111,82.833,15.235,130.35
70.502,112,82.924,15.223,130.39
72.563,113,82.948,15.308,130.44
78.648,114,83.033,15.389,130.51
81.669,115,83.111,15.468,130.57
81.771,116,83.31,15.592,130.67
81.75,117,83.279,15.497,130.63
65.679,118,83.02,15.206,130.42
67.153,119,83.126,15.212,130.47
71.042,120,83.123,15.292,130.5
81.313,121,83.211,15.383,130.57
81.081,122,83.387,15.373,130.62
69.284,123,83.239,15.195,130.5
79.381,124,83.298,15.281,130.56
65.174,129,80.62,16.082,129.08
64.351,130,80.736,16.01,129.17
63.77,131,80.853,15.903,129.24
62.908,132,80.983,15.765,129.3
60.891,133,81.242,15.647,129.5
62.897,134,81.132,15.655,129.39
62.91,135,81.272,15.57,129.47
62.928,136,81.384,15.571,129.58
62.944,137,81.524,15.483,129.65
62.911,138,81.639,15.444,129.73
62.345,139,81.744,15.38,129.77
61.455,140,81.881,15.312,129.83
62.745,141,82.008,15.237,129.87
63.99,142,82.131,15.227,129.95
68.475,143,82.242,15.142,129.96
75.75,144,82.445,15.166,130.1
70.01,145,82.402,15.087,130.01
70.195,146,82.554,15.094,130.11
70.277,147,82.731,15.046,130.18
80.455,148,83.459,15.767,130.75
68.197,149,82.901,15.146,130.33
65.807,150,82.918,15.036,130.26
81.436,151,83.43,15.553,130.69
80.079,152,83.645,15.702,130.79
79.685,153,83.596,15.584,130.75
63.366,154,83.013,15.104,130.36
60.701,155,83.119,15.085,130.39
60.827,156,83.128,15.147,130.43
77.561,157,83.518,15.452,130.69
76.876,158,83.748,15.434,130.75
60.658,159,83.245,15.086,130.44
61.824,160,83.378,15.089,130.49
63.698,161,83.399,15.17,130.54
67.309,162,83.454,15.259,130.6
71.626,163,83.65,15.37,130.7
68.646,164,83.565,15.312,130.66
62.306,165,83.509,15.073,130.53
61.806,166,83.609,15.178,130.61
10.988,168,93.301,14.007,131.81
13.028,170,93.22,13.852,131.74
14.058,171,93.029,13.777,131.7
14.692,173,92.97,13.684,131.65
14.683,177,93.065,13.612,131.62
66.898,182,80.376,16.15,128.84
66.843,183,80.501,16.076,128.96
66.708,184,80.591,15.982,129.01
65.344,185,80.701,15.956,129.12
66.621,186,80.693,15.854,129.06
66.623,187,80.866,15.746,129.17
66.544,188,81.031,15.619,129.26
66.489,189,81.184,15.501,129.33
63.785,190,81.358,15.504,129.51
66.428,191,81.305,15.463,129.42
66.046,192,81.463,15.427,129.55
66.8,193,81.448,15.335,129.46
66.8,194,81.559,15.313,129.55
66.576,195,81.631,15.358,129.65
65.47,196,81.775,15.302,129.74
63.263,197,81.889,15.23,129.77
62.885,198,81.998,15.181,129.82
61.992,199,82.113,15.117,129.84
61.142,200,82.262,15.047,129.89
60.626,201,82.394,14.992,129.93
66.259,202,82.593,15.021,130.08
60.097,203,82.538,14.967,130
61.247,204,82.732,14.933,130.09
62.657,205,82.882,14.952,130.18
78.837,206,83.744,15.628,130.8
76.931,207,83.85,15.72,130.85
62.397,208,83.089,15.017,130.33
63.777,209,83.087,14.904,130.24
78.081,210,83.859,15.529,130.81
77.595,211,84.009,15.599,130.86
64.05,212,83.216,14.978,130.36
64.134,213,83.338,14.957,130.4
61.82,214,83.363,15.022,130.45
69.357,215,83.768,15.281,130.7
73.372,216,84.06,15.475,130.85
68.191,217,83.99,15.35,130.79
65.787,218,83.483,14.954,130.45
65.438,219,83.624,14.944,130.5
62.37,220,83.678,15.036,130.56
59.735,221,83.797,15.132,130.65
61.411,222,83.924,15.217,130.72
59.904,223,84.095,15.197,130.77
63.705,224,83.747,14.906,130.52
63.331,225,83.882,14.904,130.56
62.757,226,83.891,14.999,130.62
61.17,227,83.981,15.096,130.69
60.81,228,84.125,15.089,130.73
63.276,230,84.022,14.878,130.59
61.516,231,84.128,14.979,130.68
13.086,234,92.771,13.771,131.69
13.468,236,92.887,13.562,131.58
11.559,243,92.641,13.512,131.53
10.657,244,92.738,13.37,131.45
66.801,260,80.086,16.05,128.5
66.801,261,80.28,16.118,128.73
66.78,262,80.188,15.993,128.59
66.769,263,80.291,16.004,128.7
66.558,264,80.319,15.84,128.67
66.801,265,80.467,15.974,128.87
66.583,266,80.432,15.872,128.79
66.148,267,80.512,15.727,128.81
66.524,268,80.593,15.798,128.92
65.236,269,80.682,15.635,128.93
66.599,270,80.765,15.697,129.04
65.234,271,80.844,15.54,129.03
66.554,272,80.936,15.586,129.15
65.76,273,80.999,15.443,129.11
66.552,274,81.12,15.453,129.23
66.199,275,81.116,15.366,129.17
66.665,276,81.237,15.287,129.22
66.801,277,81.329,15.326,129.34
66.801,278,81.487,15.243,129.42
66.792,279,81.666,15.251,129.6
66.79,280,81.63,15.187,129.5
66.513,281,81.754,15.158,129.59
