"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
67.22,0,86.289,18.604,117.77
66.863,1,86.278,18.419,117.81
66.942,2,86.197,18.611,117.78
66.873,3,86.361,18.574,117.76
70.778,4,85.245,18.03,118.04
70.802,5,85.282,17.807,118.08
72.741,6,85.161,17.873,118.08
66.906,7,85.418,18.117,118
66.921,8,85.411,17.905,118.04
66.853,9,85.578,18.198,117.96
66.863,10,85.561,17.978,118.01
66.802,11,85.73,18.278,117.93
66.802,12,85.711,18.051,117.97
66.88,13,85.876,18.36,117.89
66.81,14,85.857,18.126,117.94
67.082,15,86.009,18.436,117.85
66.839,16,86.001,18.206,117.9
67.238,17,86.106,18.504,117.82
67.713,18,86.151,18.3,117.85
68.711,19,86.283,18.227,117.84
67.086,20,86.403,18.425,117.78
67.371,21,86.375,18.279,117.82
67.119,22,86.498,18.271,117.79
78.01,23,84.94,17.768,118.11
77.242,24,85.001,17.622,118.14
78.345,25,84.858,17.631,118.14
74.751,26,85.063,17.821,118.09
74.755,27,85.139,17.673,118.11
72.482,28,85.292,17.629,118.11
70.12,29,85.419,17.692,118.08
68.459,30,85.553,17.76,118.05
66.806,31,85.697,17.826,118.01
67.4,32,85.84,17.895,117.98
68.043,33,85.98,17.969,117.94
68.863,34,86.116,18.047,117.9
69.297,35,86.256,18.057,117.88
65.623,36,86.394,18.089,117.84
66.017,37,86.523,18.007,117.83
76.019,38,84.93,17.523,118.16
74.747,39,84.928,17.413,118.17
74.737,40,85.083,17.482,118.15
74.146,41,85.238,17.477,118.13
73.248,42,85.396,17.49,118.11
70.006,43,85.54,17.542,118.08
66.806,44,85.682,17.604,118.05
68.244,45,85.827,17.668,118.01
69.781,46,85.969,17.734,117.98
69.881,47,86.103,17.805,117.94
0,48,86.223,17.876,117.91
0,49,86.375,17.842,117.88
64.89,50,86.55,17.783,117.85
74.744,51,85.024,17.342,118.17
74.621,52,85.026,17.227,118.19
74.498,53,85.181,17.308,118.16
73.867,54,85.349,17.307,118.14
70.244,55,85.509,17.332,118.11
66.801,56,85.661,17.384,118.08
62.808,57,85.808,17.445,118.05
57.376,58,85.957,17.506,118.01
0,59,86.103,17.571,117.97
0,60,86.243,17.662,117.93
0,62,86.452,17.69,117.88
74.628,63,85.13,17.164,118.18
74.667,64,85.138,17.053,118.19
74.55,65,85.294,17.131,118.16
70.477,66,85.463,17.131,118.14
66.759,67,85.629,17.172,118.11
58.3,68,85.785,17.225,118.07
0,69,85.933,17.287,118.03
71.217,73,85.244,16.993,118.18
67.522,74,85.245,16.9,118.19
67.105,75,85.405,16.924,118.16
66.663,76,85.589,16.97,118.13
57.392,77,85.761,17.012,118.09
0,78,85.916,17.062,118.05
63.479,82,85.392,16.71,118.17
61.743,83,85.237,16.789,118.19
66.514,84,85.56,16.776,118.14
56.798,85,85.731,16.816,118.11
