"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
174.27,1117,59.099,10.464,129.58
153.02,1123,58.948,10.311,129.46
131.89,1124,59.092,10.354,129.46
152.12,1125,58.914,10.222,129.37
97.824,1126,59.231,10.385,129.43
114.88,1130,58.998,10.234,129.35
57.168,1131,59.1,10.264,129.34
28.568,1132,59.278,10.333,129.35
172.74,1286,58.818,10.701,129.93
172.78,1287,58.885,10.647,129.85
172.77,1288,58.663,10.584,129.85
173.33,1298,58.817,10.485,129.7
173.08,1299,58.633,10.448,129.72
173.16,1306,58.476,10.294,129.6
173.42,1307,58.56,10.262,129.54
173.25,1308,58.291,10.155,129.5
173.84,1309,58.785,10.37,129.59
174.12,1310,58.981,10.496,129.66
173.38,1316,58.132,9.9977,129.37
173.44,1317,58.332,10.036,129.36
173.38,1318,58.089,9.8931,129.27
173.86,1319,58.559,10.142,129.4
174.19,1320,58.705,10.251,129.48
174.2,1321,58.882,10.344,129.52
171.81,1327,57.915,9.7685,129.18
169.78,1328,58.102,9.7985,129.15
170.1,1329,57.858,9.6713,129.08
170.06,1330,58.325,9.9138,129.22
171.43,1331,58.519,10.03,129.29
172.4,1332,58.745,10.161,129.36
168.94,1337,57.682,9.5591,129
167.02,1338,57.867,9.5834,128.97
168.97,1339,57.625,9.4683,128.91
166.58,1340,58.074,9.6778,129.02
166.59,1341,58.253,9.7877,129.09
169.25,1342,58.452,9.9009,129.16
171.57,1343,58.664,10.011,129.21
64.642,1344,58.876,10.105,129.24
322.08,1345,59.096,10.192,129.25
246.69,1346,59.254,10.225,129.21
128.55,1350,53.261,7.3983,127.5
130.99,1351,53.501,7.5211,127.59
132.72,1352,53.458,7.3771,127.44
133.13,1353,53.743,7.6421,127.69
134.1,1354,53.681,7.4924,127.53
134.92,1355,53.985,7.7638,127.78
135.49,1356,53.905,7.6079,127.62
136.9,1357,54.227,7.8828,127.87
137.5,1358,54.126,7.7197,127.71
138.69,1359,54.438,7.9599,127.92
168.83,1360,57.458,9.3549,128.82
167.51,1361,57.654,9.4035,128.82
167.98,1362,57.431,9.2717,128.73
165.45,1363,57.828,9.464,128.84
165.86,1364,57.995,9.5556,128.89
166.41,1365,58.184,9.657,128.95
168.69,1366,58.372,9.768,129.02
168.65,1367,58.556,9.878,129.09
28.465,1368,58.74,9.932,129.07
206.5,1369,58.992,10.069,129.14
194.05,1370,59.106,10.04,129.04
201.76,1371,59.278,10.164,129.12
166,1372,57.548,9.2788,128.7
163.7,1373,57.555,9.2155,128.61
163.69,1374,57.72,9.3414,128.72
164.55,1375,57.906,9.4223,128.76
165.41,1376,58.094,9.522,128.81
167.11,1377,58.291,9.6357,128.88
167.39,1378,58.503,9.764,128.96
102.38,1379,58.602,9.741,128.88
8.4711,1380,58.755,9.8497,128.96
201.56,1381,58.901,9.9401,129.01
163.44,1382,57.66,9.2407,128.61
164.21,1383,57.79,9.2862,128.62
164.96,1384,57.983,9.3779,128.66
166.62,1385,58.185,9.49,128.73
167.1,1386,58.388,9.6152,128.81
172.79,1539,58.695,10.78,130.04
172.69,1540,58.758,10.747,129.99
172.78,1541,58.551,10.635,129.93
172.96,1547,58.404,10.505,129.84
172.93,1548,58.447,10.44,129.76
172.96,1549,58.25,10.394,129.76
172.93,1557,58.395,10.314,129.64
172.78,1558,58.184,10.239,129.62
171.53,1564,57.8,9.9837,129.45
171.75,1565,57.812,9.8896,129.34
171.09,1566,57.652,9.8436,129.33
172.79,1567,57.992,10.102,129.52
173.01,1568,58.033,10.037,129.44
170.13,1578,57.488,9.7463,129.26
170.68,1579,57.625,9.7244,129.21
169.75,1580,57.412,9.6392,129.17
173.02,1581,57.886,9.8452,129.27
132.19,1588,54.824,8.3784,128.3
132.47,1589,54.696,8.2155,128.15
131.66,1590,54.541,8.2883,128.25
132.29,1591,55.07,8.4681,128.36
133.16,1592,54.962,8.3211,128.22
135.11,1593,55.299,8.5518,128.41
136.7,1594,55.195,8.4152,128.28
140.03,1595,55.459,8.5959,128.43
140.95,1596,55.386,8.501,128.34
143.57,1597,55.597,8.5837,128.38
169.01,1598,57.243,9.5453,129.1
169.72,1599,57.408,9.5339,129.05
169.77,1600,57.19,9.4488,129
170.14,1601,57.666,9.6429,129.1
127.33,1605,52.854,7.4453,127.6
125.1,1606,53.114,7.5846,127.72
124.88,1607,53.065,7.4253,127.55
123.25,1608,53.389,7.7044,127.81
123.65,1609,53.312,7.5502,127.65
126.03,1610,53.645,7.827,127.9
127.32,1611,53.568,7.673,127.75
127.67,1612,53.903,7.9523,128
131.54,1613,53.825,7.799,127.85
129.96,1614,54.157,8.0738,128.09
133.29,1615,54.095,7.9302,127.94
131.43,1616,54.348,8.1714,128.16
134.96,1617,54.408,8.0772,128.05
135.64,1618,54.668,8.0753,128
143.64,1619,55.384,8.4068,128.23
145.82,1620,55.599,8.4556,128.24
174.75,1621,56.639,9.0996,128.74
171.2,1622,56.736,9.0153,128.62
171.57,1623,56.512,8.9445,128.59
173.27,1624,56.897,9.2656,128.87
171.6,1625,56.944,9.1694,128.74
170.66,1626,57.057,9.3691,128.95
173.06,1627,57.175,9.3347,128.88
170.92,1628,57.431,9.4356,128.93
165.81,1633,57.218,9.2213,128.73
185.19,1634,59.274,10.092,129.02
185.19,1636,59.416,10.12,128.98
162.29,1637,57.368,9.1503,128.59
2.3198,1638,58.781,9.7871,128.86
195.05,1639,58.965,9.8995,128.92
185.19,1640,59.259,10.012,128.92
189.29,1641,59.092,9.907,128.86
161.42,1642,57.562,9.1255,128.49
161.95,1643,57.834,9.2242,128.51
162.23,1644,58.069,9.3404,128.57
163.59,1645,58.283,9.4668,128.65
164.74,1646,58.463,9.5878,128.74
23.368,1647,58.762,9.6866,128.73
134.51,1648,58.609,9.6455,128.75
197.87,1649,58.909,9.796,128.8
161.27,1650,57.685,9.0823,128.37
161.52,1651,57.963,9.1969,128.41
163,1652,58.203,9.337,128.5
164.27,1653,58.427,9.4784,128.6
236.58,1654,50.435,23.181,127.89
245.98,1655,50.28,23.065,127.81
237.39,1656,50.172,22.946,127.78
225.72,1657,50.11,22.775,127.82
234.79,1658,50.029,22.569,127.86
173.59,1798,58.508,10.839,130.13
173.32,1799,58.621,10.809,130.08
173.25,1800,58.44,10.701,130.02
173.21,1803,58.269,10.608,129.97
