"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
89.661,0,62.717,15.596,132.1
70.706,1,62.344,15.666,132.26
76.147,2,62.476,15.672,132.22
89.086,3,62.583,15.652,132.17
52.564,4,62.053,15.757,132.38
65.47,5,62.189,15.724,132.33
74.535,6,63.008,15.505,131.93
97.292,7,62.851,15.528,132.01
98.201,8,62.926,15.373,131.93
78.576,9,62.449,15.533,132.19
89.925,10,62.585,15.509,132.13
99.836,11,62.78,15.358,131.99
97.292,12,62.68,15.428,132.06
57.258,13,61.877,15.715,132.42
58.496,14,62.025,15.613,132.36
68.791,15,62.178,15.552,132.29
64.843,16,62.049,15.457,132.31
78.75,17,62.388,15.409,132.18
73.343,18,62.287,15.47,132.23
89.998,19,62.505,15.36,132.12
69.326,20,62.128,15.35,132.25
100.22,21,63.904,15.913,131.49
101.07,22,63.75,15.845,131.58
101.39,23,63.573,15.717,131.65
101.65,24,63.403,15.613,131.73
103.06,25,63.249,15.534,131.8
107.11,26,63.117,15.375,131.82
110.07,27,62.95,15.242,131.87
108.26,28,62.799,15.214,131.94
110.82,29,62.861,15.061,131.84
100.61,30,62.631,15.247,132.03
105.31,31,62.679,15.07,131.94
106.61,32,62.711,14.89,131.85
58.511,33,61.718,15.59,132.43
59.207,34,61.856,15.524,132.38
59.711,35,61.955,15.478,132.34
79.494,36,62.299,15.289,132.17
90.593,37,62.438,15.203,132.09
101.12,38,62.532,15.105,132.02
101.84,39,62.485,14.952,131.98
105.24,40,62.606,14.939,131.92
63.756,41,61.727,15.393,132.38
68.032,42,61.899,15.327,132.31
80.766,43,62,15.212,132.25
90.619,44,62.138,15.175,132.19
94.616,45,62.268,15.116,132.13
101.7,46,62.382,15.043,132.06
101.31,47,63.836,15.697,131.48
101.31,48,63.986,15.788,131.4
101.31,49,63.691,15.578,131.54
102.28,50,63.5,15.484,131.63
104.59,51,63.31,15.399,131.72
108.11,52,63.196,15.188,131.71
109.25,53,63.04,15.187,131.8
109.54,54,63.025,15.047,131.75
119.49,55,62.902,14.888,131.75
118.12,56,62.752,14.764,131.78
114.74,57,62.648,14.727,131.81
116.13,58,62.636,14.583,131.75
104.29,59,62.527,14.832,131.91
113.99,60,62.575,14.63,131.8
110.04,61,62.518,14.688,131.85
63.369,62,61.571,15.274,132.38
73.338,63,61.722,15.206,132.32
79.626,64,61.851,15.126,132.26
